searchDate,Unnamed: 0,exchangeRate,profitRate,searchDate,searchDate.1,trdAmt
2016-06-02,0.0,2.45,38.76,2016-06-02,2016-06-02,3784.82
2016-06-01,0.0,2.82,38.4,2016-06-01,2016-06-01,4386.47
2016-05-31,0.0,2.73,38.12,2016-05-31,2016-05-31,3985.01
2016-05-30,0.0,1.47,36.61,2016-05-30,2016-05-30,2184.6
2016-05-27,0.0,1.72,36.78,2016-05-27,2016-05-27,2562.09
2016-05-26,0.0,1.79,36.82,2016-05-26,2016-05-26,2655.2
2016-05-25,0.0,1.63,36.64,2016-05-25,2016-05-25,2561.37
2016-05-24,0.0,1.67,36.73,2016-05-24,2016-05-24,2514.17
2016-05-23,0.0,1.82,37.08,2016-05-23,2016-05-23,2804.91
2016-05-20,0.0,1.62,36.55,2016-05-20,2016-05-20,2432.23
2016-05-19,0.0,1.69,36.16,2016-05-19,2016-05-19,2525.01
2016-05-18,0.0,1.92,35.93,2016-05-18,2016-05-18,2676.23
2016-05-17,0.0,1.93,36.87,2016-05-17,2016-05-17,2924.79
2016-05-16,0.0,1.62,36.86,2016-05-16,2016-05-16,2364.92
2016-05-13,0.0,1.56,36.23,2016-05-13,2016-05-13,2246.34
2016-05-12,0.0,1.7,36.34,2016-05-12,2016-05-12,2399.5
2016-05-11,0.0,1.7,36.34,2016-05-11,2016-05-11,2482.93
2016-05-10,0.0,1.52,36.55,2016-05-10,2016-05-10,2200.93
2016-05-09,0.0,2.23,36.57,2016-05-09,2016-05-09,3118.4
2016-05-06,0.0,2.85,37.91,2016-05-06,2016-05-06,4280.32
2016-05-05,0.0,2.01,39.25,2016-05-05,2016-05-05,3123.45
2016-05-04,0.0,2.28,38.97,2016-05-04,2016-05-04,3484.23
2016-05-03,0.0,2.27,38.98,2016-05-03,2016-05-03,3442.43
2016-04-29,0.0,1.58,37.85,2016-04-29,2016-04-29,2386.6
2016-04-28,0.0,1.92,38.03,2016-04-28,2016-04-28,2790.08
2016-04-27,0.0,1.93,38.16,2016-04-27,2016-04-27,2805.98
2016-04-26,0.0,1.72,39.04,2016-04-26,2016-04-26,2490.95
2016-04-25,0.0,1.75,38.67,2016-04-25,2016-04-25,2531.09
2016-04-22,0.0,1.91,38.97,2016-04-22,2016-04-22,2749.74
2016-04-21,0.0,2.4,39.06,2016-04-21,2016-04-21,3364.37
2016-04-20,0.0,3.43,39.55,2016-04-20,2016-04-20,4902.78
2016-04-19,0.0,2.14,41.25,2016-04-19,2016-04-19,3262.89
2016-04-18,0.0,2.35,41.33,2016-04-18,2016-04-18,3492.35
2016-04-15,0.0,2.48,42.85,2016-04-15,2016-04-15,3624.25
2016-04-14,0.0,2.73,42.98,2016-04-14,2016-04-14,3912.0
2016-04-13,0.0,3.52,42.5,2016-04-13,2016-04-13,4945.7
2016-04-12,0.0,2.46,41.94,2016-04-12,2016-04-12,3764.77
2016-04-11,0.0,2.8,42.1,2016-04-11,2016-04-11,4174.86
2016-04-08,0.0,2.5,41.29,2016-04-08,2016-04-08,3783.79
2016-04-07,0.0,3.0,41.67,2016-04-07,2016-04-07,4557.83
2016-04-06,0.0,2.95,42.34,2016-04-06,2016-04-06,4487.56
2016-04-05,0.0,2.97,42.13,2016-04-05,2016-04-05,4384.47
2016-04-01,0.0,2.44,41.06,2016-04-01,2016-04-01,3668.81
2016-03-31,0.0,2.83,41.28,2016-03-31,2016-03-31,4456.59
2016-03-30,0.0,2.63,41.05,2016-03-30,2016-03-30,3952.58
2016-03-29,0.0,2.36,39.8,2016-03-29,2016-03-29,3368.06
2016-03-28,0.0,2.73,41.04,2016-03-28,2016-03-28,3950.37
2016-03-25,0.0,2.38,41.71,2016-03-25,2016-03-25,3537.05
2016-03-24,0.0,3.07,41.52,2016-03-24,2016-03-24,4646.84
2016-03-23,0.0,2.81,42.11,2016-03-23,2016-03-23,4172.94
2016-03-22,0.0,3.17,41.63,2016-03-22,2016-03-22,4486.78
2016-03-21,0.0,3.82,41.8,2016-03-21,2016-03-21,5243.95
2016-03-18,0.0,3.6,41.3,2016-03-18,2016-03-18,4911.36
2016-03-17,0.0,2.64,39.92,2016-03-17,2016-03-17,3603.81
2016-03-16,0.0,1.79,38.55,2016-03-16,2016-03-16,2340.86
2016-03-15,0.0,1.94,39.06,2016-03-15,2016-03-15,2586.71
2016-03-14,0.0,2.34,39.45,2016-03-14,2016-03-14,3023.57
2016-03-11,0.0,1.44,38.33,2016-03-11,2016-03-11,1759.65
2016-03-10,0.0,1.72,38.44,2016-03-10,2016-03-10,2135.52
2016-03-09,0.0,2.06,39.26,2016-03-09,2016-03-09,2502.24
2016-03-08,0.0,2.64,40.1,2016-03-08,2016-03-08,3131.08
2016-03-07,0.0,2.28,39.91,2016-03-07,2016-03-07,2709.5
2016-03-04,0.0,2.96,39.14,2016-03-04,2016-03-04,3469.92
2016-03-03,0.0,3.27,40.32,2016-03-03,2016-03-03,3843.99
2016-03-02,0.0,3.03,40.37,2016-03-02,2016-03-02,3551.53
2016-03-01,0.0,2.36,38.55,2016-03-01,2016-03-01,2807.13
2016-02-29,0.0,2.35,37.61,2016-02-29,2016-02-29,2672.39
2016-02-26,0.0,2.35,39.82,2016-02-26,2016-02-26,2966.34
2016-02-25,0.0,3.05,39.9,2016-02-25,2016-02-25,3952.83
2016-02-24,0.0,2.52,43.12,2016-02-24,2016-02-24,3540.15
2016-02-23,0.0,2.58,43.14,2016-02-23,2016-02-23,3619.11
2016-02-22,0.0,2.66,43.45,2016-02-22,2016-02-22,3641.57
2016-02-19,0.0,2.14,42.57,2016-02-19,2016-02-19,3036.81
2016-02-18,0.0,2.67,42.36,2016-02-18,2016-02-18,3627.09
2016-02-17,0.0,2.6,42.52,2016-02-17,2016-02-17,3461.94
2016-02-16,0.0,2.26,41.88,2016-02-16,2016-02-16,3024.11
2016-02-15,0.0,1.56,40.22,2016-02-15,2016-02-15,2004.81
2016-02-05,0.0,1.67,40.36,2016-02-05,2016-02-05,2183.12
2016-02-04,0.0,2.04,40.89,2016-02-04,2016-02-04,2680.21
2016-02-03,0.0,1.81,40.1,2016-02-03,2016-02-03,2308.71
2016-02-02,0.0,1.91,39.86,2016-02-02,2016-02-02,2453.56
2016-02-01,0.0,1.76,38.53,2016-02-01,2016-02-01,2185.35
2016-01-29,0.0,2.05,38.93,2016-01-29,2016-01-29,2497.5
2016-01-28,0.0,1.9,37.53,2016-01-28,2016-01-28,2324.88
2016-01-27,0.0,2.5,39.17,2016-01-27,2016-01-27,3042.92
2016-01-26,0.0,2.4,39.5,2016-01-26,2016-01-26,3108.32
2016-01-25,0.0,1.86,42.52,2016-01-25,2016-01-25,2600.65
2016-01-22,0.0,2.01,42.04,2016-01-22,2016-01-22,2775.15
2016-01-21,0.0,2.37,41.49,2016-01-21,2016-01-21,3333.36
2016-01-20,0.0,2.6,43.2,2016-01-20,2016-01-20,3626.87
2016-01-19,0.0,2.62,43.63,2016-01-19,2016-01-19,3615.41
2016-01-18,0.0,2.2,42.13,2016-01-18,2016-01-18,3006.29
2016-01-15,0.0,2.5,41.38,2016-01-15,2016-01-15,3321.31
2016-01-14,0.0,2.6,42.78,2016-01-14,2016-01-14,3350.54
2016-01-13,0.0,2.36,41.18,2016-01-13,2016-01-13,3109.88
2016-01-12,0.0,2.47,42.63,2016-01-12,2016-01-12,3275.5
2016-01-11,0.0,2.96,42.42,2016-01-11,2016-01-11,3780.0
2016-01-08,0.0,3.25,45.39,2016-01-08,2016-01-08,4386.84
2016-01-07,0.0,0.81,44.86,2016-01-07,2016-01-07,1079.74
2016-01-06,0.0,2.86,48.88,2016-01-06,2016-01-06,4146.65
2016-01-05,0.0,3.32,47.63,2016-01-05,2016-01-05,4838.44
2016-01-04,0.0,2.32,48.49,2016-01-04,2016-01-04,3552.84
